area_type,location,Area,bath,balcony,price,bhk,area_per_bhk
Super built-up  Area,Electronics City Phase 1,891.0,2.0,2.0,24.95,2,445.5
Super built-up  Area,Kothanur,1787.0,3.0,3.0,120.0,3,595.6666666666666
Super built-up  Area,Sarjapur  Road,1320.0,2.0,2.0,110.0,2,660.0
Super built-up  Area,Yeshwanthpur,1692.0,3.0,3.0,108.0,3,564.0
Super built-up  Area,Bannerghatta Road,1400.0,3.0,3.0,69.0,3,466.6666666666667
Super built-up  Area,Whitefield,1370.0,2.0,2.0,56.0,2,685.0
Super built-up  Area,other,1602.0,3.0,3.0,56.0,3,534.0
Super built-up  Area,other,675.0,1.0,1.0,35.0,1,675.0
Super built-up  Area,Whitefield,1050.0,2.0,2.0,43.0,2,525.0
Built-up  Area,other,1035.0,2.0,2.0,42.5,2,517.5
Super built-up  Area,Sarjapur  Road,1200.0,2.0,2.0,44.0,3,400.0
Super built-up  Area,Sarjapur  Road,1800.0,3.0,3.0,128.0,3,600.0
Built-up  Area,Green Glen Layout,1625.0,3.0,3.0,70.0,3,541.6666666666666
Super built-up  Area,Electronics City Phase 1,1032.0,2.0,2.0,31.99,2,516.0
Super built-up  Area,Whitefield,1496.0,2.0,2.0,71.81,3,498.6666666666667
Built-up  Area,Electronic City Phase II,1125.0,2.0,2.0,32.63,2,562.5
Super built-up  Area,other,1555.0,3.0,3.0,73.0,3,518.3333333333334
Super built-up  Area,other,1025.0,2.0,2.0,42.0,2,512.5
Super built-up  Area,other,900.0,2.0,2.0,44.5,2,450.0
Super built-up  Area,Yelahanka,1355.0,2.0,2.0,75.0,3,451.6666666666667
Super built-up  Area,other,1563.0,3.0,3.0,63.0,3,521.0
Super built-up  Area,Marathahalli,1360.0,2.0,2.0,101.0,2,680.0
Built-up  Area,Rachenahalli,1756.0,3.0,3.0,110.0,3,585.3333333333334
Super built-up  Area,8th Phase JP Nagar,1296.0,2.0,2.0,51.83,3,432.0
Super built-up  Area,Anandapura,1141.0,2.0,2.0,50.0,2,570.5
Built-up  Area,Electronic City,1210.0,2.0,2.0,55.0,2,605.0
Super built-up  Area,Hormavu,1310.0,2.0,2.0,67.0,2,655.0
Super built-up  Area,Magadi Road,1187.0,2.0,2.0,55.195,3,395.6666666666667
Super built-up  Area,Gubbalala,1745.0,3.0,3.0,140.0,3,581.6666666666666
Super built-up  Area,Electronic City Phase II,1140.0,2.0,2.0,34.0,2,570.0
Super built-up  Area,Varthur,1210.0,2.0,2.0,54.0,2,605.0
Super built-up  Area,Sarjapur,633.0,1.0,1.0,17.09,1,633.0
Built-up  Area,other,485.0,1.0,1.0,19.5,1,485.0
Super built-up  Area,other,1419.0,3.0,3.0,85.0,3,473.0
Super built-up  Area,Thanisandra,1884.0,4.0,4.0,117.0,3,628.0
Super built-up  Area,Bannerghatta Road,905.0,2.0,2.0,58.0,2,452.5
Super built-up  Area,JP Nagar,1500.0,2.0,2.0,108.0,3,500.0
Super built-up  Area,Hennur Road,1305.0,2.0,2.0,77.0,3,435.0
Super built-up  Area,Billekahalli,1125.0,2.0,2.0,65.0,2,562.5
Super built-up  Area,other,865.0,2.0,2.0,33.0,2,432.5
Super built-up  Area,Jigani,1245.0,3.0,3.0,66.0,3,415.0
Super built-up  Area,other,1145.0,2.0,2.0,60.0,3,381.6666666666667
Built-up  Area,AECS Layout,2000.0,3.0,3.0,90.0,3,666.6666666666666
Super built-up  Area,Hosa Road,625.0,1.0,1.0,43.68,1,625.0
Super built-up  Area,Kundalahalli,1724.0,3.0,3.0,128.0,3,574.6666666666666
Super built-up  Area,Sarjapur  Road,1270.0,2.0,2.0,54.0,3,423.3333333333333
Super built-up  Area,Jakkur,1485.0,3.0,3.0,72.0,3,495.0
Super built-up  Area,Yelahanka,1756.0,3.0,3.0,125.0,3,585.3333333333334
Built-up  Area,other,1025.0,2.0,2.0,48.0,2,512.5
Super built-up  Area,Begur,1411.0,2.0,2.0,60.0,3,470.3333333333333
Super built-up  Area,Kanakpura Road,1320.0,2.0,2.0,39.6,3,440.0
Built-up  Area,other,1320.0,2.0,2.0,50.0,2,660.0
Super built-up  Area,Kalena Agrahara,1804.0,3.0,3.0,155.0,3,601.3333333333334
Super built-up  Area,Thanisandra,965.0,2.0,2.0,54.0,2,482.5
Super built-up  Area,Lingadheeranahalli,1684.0,3.0,3.0,120.0,3,561.3333333333334
Super built-up  Area,Hennur Road,1672.0,3.0,3.0,86.0,3,557.3333333333334
Super built-up  Area,Panathur,1075.0,2.0,2.0,60.0,2,537.5
Super built-up  Area,Hebbal,1420.0,2.0,2.0,99.26,2,710.0
Super built-up  Area,Yeshwanthpur,1169.0,2.0,2.0,64.08,2,584.5
Super built-up  Area,Devanahalli,1290.0,2.0,2.0,62.0,3,430.0
Super built-up  Area,Mysore Road,1500.0,3.0,3.0,70.0,3,500.0
Super built-up  Area,Electronic City Phase II,1310.0,2.0,2.0,37.84,3,436.6666666666667
Super built-up  Area,other,2150.0,3.0,3.0,170.0,3,716.6666666666666
Super built-up  Area,Sarjapur  Road,1025.0,2.0,2.0,45.5,2,512.5
Built-up  Area,Electronic City,1070.0,2.0,2.0,60.0,2,535.0
Super built-up  Area,Begur,815.0,2.0,2.0,40.0,2,407.5
Built-up  Area,Kanakpura Road,2000.0,3.0,3.0,105.0,3,666.6666666666666
Super built-up  Area,KR Puram,1205.0,2.0,2.0,45.79,2,602.5
Super built-up  Area,other,1368.0,2.0,2.0,87.0,2,684.0
Super built-up  Area,Yelahanka,1408.0,2.0,2.0,58.0,2,704.0
Built-up  Area,other,1507.0,3.0,3.0,80.0,3,502.3333333333333
Built-up  Area,other,960.0,2.0,2.0,50.0,2,480.0
Super built-up  Area,other,1021.0,2.0,2.0,46.0,2,510.5
Super built-up  Area,Hegde Nagar,2162.03,4.0,4.0,129.0,3,720.6766666666667
Super built-up  Area,Channasandra,1065.0,2.0,2.0,36.0,2,532.5
Super built-up  Area,Bannerghatta Road,1465.0,2.0,2.0,75.0,3,488.3333333333333
Super built-up  Area,Marathahalli,1800.0,3.0,3.0,95.0,3,600.0
Super built-up  Area,other,1175.0,2.0,2.0,83.0,2,587.5
Super built-up  Area,other,1050.0,2.0,2.0,59.0,2,525.0
Super built-up  Area,Indira Nagar,1650.0,3.0,3.0,150.0,3,550.0
Super built-up  Area,KR Puram,1827.0,3.0,3.0,97.0,3,609.0
Super built-up  Area,Thanisandra,1930.0,4.0,4.0,122.0,3,643.3333333333334
Super built-up  Area,Mysore Road,883.0,2.0,2.0,37.0,2,441.5
Super built-up  Area,Kanakapura,1290.0,2.0,2.0,38.69,3,430.0
Super built-up  Area,Munnekollal,1200.0,2.0,2.0,57.9,3,400.0
Built-up  Area,JP Nagar,1520.0,3.0,3.0,125.0,3,506.6666666666667
Super built-up  Area,Thanisandra,777.0,1.0,1.0,38.46,1,777.0
Super built-up  Area,Kenchenahalli,1150.0,2.0,2.0,57.0,2,575.0
Super built-up  Area,other,1200.0,2.0,2.0,110.0,3,400.0
Super built-up  Area,Hebbal,1252.0,2.0,2.0,92.0,2,626.0
Super built-up  Area,Marathahalli,1650.0,3.0,3.0,85.0,3,550.0
Built-up  Area,Marathahalli,1270.0,2.0,2.0,80.0,2,635.0
Super built-up  Area,Tumkur Road,992.0,2.0,2.0,70.0,2,496.0
Built-up  Area,Bisuvanahalli,1075.0,2.0,2.0,41.49,3,358.3333333333333
Super built-up  Area,Electronic City,1190.0,2.0,2.0,42.0,2,595.0
Super built-up  Area,Sarjapur  Road,1814.0,3.0,3.0,63.0,3,604.6666666666666
Built-up  Area,other,1400.0,3.0,3.0,98.0,3,466.6666666666667
Super built-up  Area,other,1344.0,2.0,2.0,56.0,3,448.0
Super built-up  Area,Kanakpura Road,1843.0,3.0,3.0,95.0,3,614.3333333333334
Super built-up  Area,other,1138.0,2.0,2.0,32.0,2,569.0
Built-up  Area,other,1495.0,2.0,2.0,70.0,3,498.3333333333333
Super built-up  Area,Electronic City,880.0,2.0,2.0,19.0,2,440.0
Super built-up  Area,Whitefield,1396.0,3.0,3.0,74.0,3,465.3333333333333
Built-up  Area,other,1610.0,2.0,2.0,119.0,3,536.6666666666666
Built-up  Area,other,1410.0,2.0,2.0,43.71,3,470.0
Super built-up  Area,Yelahanka,1104.0,2.0,2.0,58.0,2,552.0
Super built-up  Area,Hennur Road,1165.0,2.0,2.0,67.0,2,582.5
Super built-up  Area,Hormavu,1310.0,2.0,2.0,60.0,2,655.0
Super built-up  Area,Electronic City,1150.0,2.0,2.0,38.08,2,575.0
Super built-up  Area,Thanisandra,2019.0,3.0,3.0,70.67,3,673.0
Super built-up  Area,Varthur,986.0,2.0,2.0,31.0,2,493.0
Super built-up  Area,Gollarapalya Hosahalli,1318.0,3.0,3.0,56.0,3,439.3333333333333
Built-up  Area,Yelahanka,1325.0,2.0,2.0,58.0,3,441.6666666666667
Built-up  Area,Kereguddadahalli,800.0,2.0,2.0,33.0,2,400.0
Plot  Area,other,1520.0,3.0,3.0,165.0,3,506.6666666666667
Super built-up  Area,Bellandur,1665.0,3.0,3.0,85.0,3,555.0
Super built-up  Area,Subramanyapura,1800.0,3.0,3.0,80.0,3,600.0
Super built-up  Area,Harlur,1197.0,2.0,2.0,75.0,2,598.5
Super built-up  Area,Thanisandra,1241.0,2.0,2.0,68.0,3,413.6666666666667
Super built-up  Area,other,1567.0,2.0,2.0,62.0,3,522.3333333333334
Super built-up  Area,Kasavanhalli,1747.0,3.0,3.0,110.0,3,582.3333333333334
Super built-up  Area,Ramagondanahalli,1475.0,2.0,2.0,55.0,3,491.6666666666667
Super built-up  Area,Hennur Road,980.0,2.0,2.0,51.0,2,490.0
Super built-up  Area,Dasanapura,966.0,2.0,2.0,58.0,2,483.0
Super built-up  Area,Sarjapur  Road,1112.0,2.0,2.0,62.0,2,556.0
Super built-up  Area,Electronic City,550.0,1.0,1.0,16.0,2,275.0
Built-up  Area,other,1760.0,3.0,3.0,90.0,3,586.6666666666666
Super built-up  Area,Hennur,1830.0,2.0,2.0,113.0,3,610.0
Super built-up  Area,Yelahanka,1175.0,2.0,2.0,67.77,2,587.5
Super built-up  Area,Whitefield,1175.0,2.0,2.0,41.0,2,587.5
Super built-up  Area,Hennur Road,1232.0,2.0,2.0,80.0,2,616.0
Built-up  Area,5th Phase JP Nagar,1010.0,2.0,2.0,57.0,2,505.0
Super built-up  Area,Sarjapur  Road,1273.0,2.0,2.0,60.0,2,636.5
Super built-up  Area,Battarahalli,1590.0,2.0,2.0,102.0,2,795.0
Super built-up  Area,other,1100.0,2.0,2.0,58.5,2,550.0
Super built-up  Area,Electronic City Phase II,1252.0,2.0,2.0,65.0,3,417.3333333333333
Super built-up  Area,Harlur,1755.0,3.0,3.0,117.0,3,585.0
Super built-up  Area,Electronic City Phase II,1135.0,2.0,2.0,46.0,2,567.5
Super built-up  Area,Kanakpura Road,1100.0,2.0,2.0,53.0,3,366.6666666666667
Built-up  Area,other,1236.0,2.0,2.0,50.0,2,618.0
Built-up  Area,KR Puram,1075.0,2.0,2.0,32.25,2,537.5
Super built-up  Area,Kadugodi,1150.0,2.0,2.0,42.0,2,575.0
Super built-up  Area,Hennur Road,1085.0,2.0,2.0,43.4,2,542.5
Built-up  Area,Hebbal Kempapura,1785.0,3.0,3.0,165.0,3,595.0
Super built-up  Area,Thanisandra,1930.0,4.0,4.0,120.0,3,643.3333333333334
Super built-up  Area,Bannerghatta Road,1920.0,3.0,3.0,122.0,3,640.0
Super built-up  Area,Thanisandra,760.0,1.0,1.0,50.4,1,760.0
Built-up  Area,Sahakara Nagar,1201.0,2.0,2.0,80.0,2,600.5
Super built-up  Area,Electronic City,1615.0,3.0,3.0,97.0,3,538.3333333333334
Super built-up  Area,HSR Layout,1289.0,2.0,2.0,70.0,2,644.5
Super built-up  Area,Kasavanhalli,1377.0,2.0,2.0,80.0,2,688.5
Super built-up  Area,Thanisandra,663.0,1.0,1.0,32.82,1,663.0
Super built-up  Area,Thanisandra,1260.0,2.0,2.0,45.5,2,630.0
Built-up  Area,other,1095.0,2.0,2.0,39.0,2,547.5
Super built-up  Area,Seegehalli,1176.0,2.0,2.0,50.0,2,588.0
Super built-up  Area,Uttarahalli,1308.0,2.0,2.0,53.0,3,436.0
Super built-up  Area,Hoodi,2144.0,3.0,3.0,140.0,3,714.6666666666666
Built-up  Area,Hoskote,1065.0,2.0,2.0,33.75,2,532.5
Super built-up  Area,Balagere,1205.0,2.0,2.0,67.0,2,602.5
Super built-up  Area,Uttarahalli,1160.0,2.0,2.0,40.58,2,580.0
Built-up  Area,Kanakpura Road,1843.0,3.0,3.0,90.0,3,614.3333333333334
Super built-up  Area,Thubarahalli,1885.0,3.0,3.0,85.52,3,628.3333333333334
Super built-up  Area,other,1126.0,2.0,2.0,39.4,2,563.0
Super built-up  Area,other,1357.0,2.0,2.0,59.0,3,452.3333333333333
Super built-up  Area,Whitefield,1451.0,2.0,2.0,46.4,3,483.6666666666667
Super built-up  Area,Hennur Road,950.0,2.0,2.0,55.0,2,475.0
Built-up  Area,Bellandur,960.0,2.0,2.0,48.0,2,480.0
Plot  Area,Kaggalipura,2200.0,4.0,4.0,150.0,3,733.3333333333334
Super built-up  Area,Kanakpura Road,900.0,2.0,2.0,46.29,2,450.0
Built-up  Area,other,1080.0,2.0,2.0,38.0,2,540.0
Super built-up  Area,Hosa Road,1708.0,3.0,3.0,64.05,4,427.0
Super built-up  Area,Bellandur,1690.0,2.0,2.0,116.0,3,563.3333333333334
Built-up  Area,Electronic City Phase II,1165.0,2.0,2.0,33.64,2,582.5
Super built-up  Area,Old Madras Road,1630.0,3.0,3.0,110.0,3,543.3333333333334
Super built-up  Area,Whitefield,1063.0,2.0,2.0,42.52,2,531.5
Super built-up  Area,other,1025.0,2.0,2.0,39.98,2,512.5
Super built-up  Area,Kanakpura Road,1299.0,2.0,2.0,89.63,2,649.5
Super built-up  Area,Panathur,1343.0,2.0,2.0,76.0,2,671.5
Super built-up  Area,other,1524.0,2.0,2.0,72.0,3,508.0
Super built-up  Area,Lingadheeranahalli,2236.0,4.0,4.0,153.0,4,559.0
Super built-up  Area,Balagere,1205.0,2.0,2.0,79.0,2,602.5
Super built-up  Area,Sarjapur  Road,1157.0,2.0,2.0,69.0,3,385.6666666666667
Super built-up  Area,Kanakapura,825.0,1.0,1.0,35.475,1,825.0
Built-up  Area,Yelahanka,602.0,1.0,1.0,33.0,1,602.0
Super built-up  Area,Hoodi,1108.0,2.0,2.0,66.46,2,554.0
Super built-up  Area,Kanakpura Road,850.0,1.0,1.0,37.32,1,850.0
Super built-up  Area,Kudlu,720.0,1.0,1.0,33.0,1,720.0
Super built-up  Area,Thanisandra,1573.0,3.0,3.0,115.0,3,524.3333333333334
Super built-up  Area,Sarjapur  Road,1026.0,2.0,2.0,60.8,2,513.0
Built-up  Area,Electronic City Phase II,1400.0,2.0,2.0,40.44,3,466.6666666666667
Super built-up  Area,Sarjapur  Road,1150.0,2.0,2.0,48.5,2,575.0
Super built-up  Area,Ramagondanahalli,1125.0,2.0,2.0,75.0,2,562.5
Super built-up  Area,Hennur,1830.5,3.0,3.0,84.205,3,610.1666666666666
Super built-up  Area,Marathahalli,1100.0,2.0,2.0,50.0,2,550.0
Built-up  Area,other,1105.0,2.0,2.0,57.0,2,552.5
Super built-up  Area,Thanisandra,1110.0,2.0,2.0,46.5,2,555.0
Super built-up  Area,Dasanapura,708.0,1.0,1.0,41.0,1,708.0
Super built-up  Area,Sarjapur  Road,1205.0,2.0,2.0,37.0,2,602.5
Super built-up  Area,5th Phase JP Nagar,1450.0,2.0,2.0,73.0,3,483.3333333333333
Built-up  Area,Dasarahalli,1200.0,2.0,2.0,42.0,2,600.0
Super built-up  Area,Kalena Agrahara,1837.0,2.0,2.0,95.0,3,612.3333333333334
Super built-up  Area,Whitefield,1346.0,2.0,2.0,76.01,2,673.0
Built-up  Area,Balagere,1012.0,2.0,2.0,68.0,2,506.0
Super built-up  Area,Kaggadasapura,1500.0,2.0,2.0,60.0,3,500.0
Super built-up  Area,Harlur,1197.0,2.0,2.0,79.9,2,598.5
Super built-up  Area,other,1563.0,2.0,2.0,52.0,3,521.0
Plot  Area,Sarjapur  Road,1600.0,3.0,3.0,120.0,3,533.3333333333334
Super built-up  Area,Green Glen Layout,1715.0,3.0,3.0,120.0,3,571.6666666666666
Super built-up  Area,Ramagondanahalli,1151.0,2.0,2.0,42.5,2,575.5
Super built-up  Area,Yelahanka,1315.0,2.0,2.0,77.0,2,657.5
Super built-up  Area,Varthur,1600.0,3.0,3.0,63.2,3,533.3333333333334
Super built-up  Area,Kodichikkanahalli,1299.0,2.0,2.0,58.0,2,649.5
Super built-up  Area,Haralur Road,953.0,2.0,2.0,90.0,2,476.5
Super built-up  Area,Gunjur,1457.0,2.0,2.0,60.0,2,728.5
Super built-up  Area,Yelahanka,1075.0,2.0,2.0,33.53,3,358.3333333333333
Super built-up  Area,Kanakpura Road,1450.0,3.0,3.0,51.0,3,483.3333333333333
Super built-up  Area,Bellandur,950.0,1.0,1.0,40.0,1,950.0
Super built-up  Area,other,1013.0,2.0,2.0,60.0,2,506.5
Super built-up  Area,Yelahanka,1430.0,3.0,3.0,61.0,3,476.6666666666667
Carpet  Area,other,1600.0,3.0,3.0,77.0,3,533.3333333333334
Super built-up  Area,other,1190.0,2.0,2.0,48.0,2,595.0
Super built-up  Area,other,1625.0,3.0,3.0,95.0,3,541.6666666666666
Super built-up  Area,Lakshminarayana Pura,1615.0,3.0,3.0,150.0,3,538.3333333333334
Super built-up  Area,Kalena Agrahara,1180.0,2.0,2.0,85.0,2,590.0
Built-up  Area,Bellandur,850.0,2.0,2.0,45.0,2,425.0
Built-up  Area,other,1300.0,2.0,2.0,90.0,2,650.0
Super built-up  Area,Hennur Road,1891.0,3.0,3.0,110.0,3,630.3333333333334
Super built-up  Area,Hennur Road,1735.0,3.0,3.0,78.0,3,578.3333333333334
Super built-up  Area,Bisuvanahalli,1075.0,2.0,2.0,33.0,3,358.3333333333333
Built-up  Area,Devanahalli,1010.0,2.0,2.0,58.0,2,505.0
Super built-up  Area,Electronic City,1221.0,2.0,2.0,68.0,2,610.5
Super built-up  Area,Hoodi,1108.0,2.0,2.0,87.48,2,554.0
Super built-up  Area,Sarjapur  Road,1370.0,2.0,2.0,70.0,2,685.0
Super built-up  Area,Bhoganhalli,1277.0,2.0,2.0,79.89,2,638.5
Super built-up  Area,Electronics City Phase 1,1321.0,2.0,2.0,40.0,3,440.3333333333333
Super built-up  Area,Kanakpura Road,1570.0,3.0,3.0,68.0,3,523.3333333333334
Super built-up  Area,other,1053.0,2.0,2.0,44.0,2,526.5
Super built-up  Area,other,1325.0,2.0,2.0,56.0,3,441.6666666666667
Super built-up  Area,other,1274.0,2.0,2.0,90.0,2,637.0
Super built-up  Area,Whitefield,1317.0,2.0,2.0,52.0,2,658.5
Built-up  Area,Lakshminarayana Pura,1195.0,2.0,2.0,75.0,2,597.5
Super built-up  Area,Kammasandra,940.0,2.0,2.0,35.0,2,470.0
Built-up  Area,Budigere,1820.0,3.0,3.0,95.5,3,606.6666666666666
Built-up  Area,Whitefield,1615.0,3.0,3.0,96.9,3,538.3333333333334
Super built-up  Area,Subramanyapura,985.0,2.0,2.0,62.5,2,492.5
Super built-up  Area,Kaggadasapura,1105.0,2.0,2.0,39.5,2,552.5
Super built-up  Area,Whitefield,1220.0,2.0,2.0,55.0,2,610.0
Built-up  Area,Hoodi,1400.0,3.0,3.0,74.0,3,466.6666666666667
Built-up  Area,Uttarahalli,1000.0,2.0,2.0,35.0,2,500.0
Super built-up  Area,Old Madras Road,1165.0,2.0,2.0,52.0,2,582.5
Super built-up  Area,Budigere,1153.0,2.0,2.0,56.0,2,576.5
Built-up  Area,Bannerghatta Road,1270.0,2.0,2.0,45.0,2,635.0
Built-up  Area,other,1427.0,2.0,2.0,85.0,3,475.6666666666667
Super built-up  Area,other,1420.0,2.0,2.0,95.0,3,473.3333333333333
Super built-up  Area,Bellandur,1454.0,2.0,2.0,90.0,2,727.0
Super built-up  Area,Whitefield,1116.0,2.0,2.0,48.76,2,558.0
Super built-up  Area,other,1062.0,2.0,2.0,50.0,2,531.0
Super built-up  Area,JP Nagar,1405.0,2.0,2.0,99.0,2,702.5
Plot  Area,Chikka Tirupathi,2153.0,4.0,4.0,120.0,3,717.6666666666666
Super built-up  Area,other,2135.0,3.0,3.0,170.0,3,711.6666666666666
Super built-up  Area,Doddathoguru,940.0,2.0,2.0,32.9,2,470.0
Super built-up  Area,Hosa Road,1063.0,2.0,2.0,32.79,2,531.5
Super built-up  Area,Brookefield,1382.0,2.0,2.0,84.5,2,691.0
Super built-up  Area,KR Puram,1400.0,2.0,2.0,60.0,3,466.6666666666667
Super built-up  Area,Sarjapur  Road,475.0,1.0,1.0,26.0,1,475.0
Super built-up  Area,other,1450.0,3.0,3.0,65.0,3,483.3333333333333
Super built-up  Area,Kudlu,1162.0,2.0,2.0,52.0,2,581.0
Super built-up  Area,Hosa Road,1161.0,2.0,2.0,48.75,2,580.5
Super built-up  Area,Green Glen Layout,1623.29,2.0,2.0,105.0,3,541.0966666666667
Super built-up  Area,Brookefield,1260.0,2.0,2.0,70.0,2,630.0
Super built-up  Area,other,1500.0,2.0,2.0,70.0,3,500.0
Super built-up  Area,Budigere,705.0,1.0,1.0,34.545,1,705.0
Plot  Area,Electronic City,1200.0,3.0,3.0,150.0,3,400.0
Super built-up  Area,Whitefield,1400.0,2.0,2.0,56.0,3,466.6666666666667
Super built-up  Area,Ramagondanahalli,2257.0,3.0,3.0,155.0,3,752.3333333333334
Super built-up  Area,Budigere,1153.0,2.0,2.0,56.5,2,576.5
Super built-up  Area,Sarjapur  Road,1197.0,2.0,2.0,56.86,2,598.5
Super built-up  Area,other,1150.0,2.0,2.0,90.0,2,575.0
Super built-up  Area,Hoodi,1837.0,3.0,3.0,110.0,3,612.3333333333334
Super built-up  Area,Bellandur,1830.0,3.0,3.0,91.86,3,610.0
Super built-up  Area,Electronic City,970.0,2.0,2.0,35.0,2,485.0
Super built-up  Area,Raja Rajeshwari Nagar,1168.0,2.0,2.0,66.0,2,584.0
Built-up  Area,other,1500.0,3.0,3.0,75.0,3,500.0
Super built-up  Area,Ramamurthy Nagar,935.0,2.0,2.0,39.0,2,467.5
Built-up  Area,Domlur,1650.0,3.0,3.0,180.0,3,550.0
Super built-up  Area,other,1300.0,2.0,2.0,33.0,2,650.0
Super built-up  Area,Kaggalipura,950.0,2.0,2.0,60.0,2,475.0
Built-up  Area,Uttarahalli,1165.0,1.0,1.0,42.09,2,582.5
Built-up  Area,Kalena Agrahara,1510.0,3.0,3.0,78.0,3,503.3333333333333
Super built-up  Area,Thanisandra,1305.0,2.0,2.0,90.0,2,652.5
Built-up  Area,other,866.0,2.0,2.0,32.0,2,433.0
Super built-up  Area,Hulimavu,1231.0,2.0,2.0,84.5,2,615.5
Super built-up  Area,Whitefield,1140.0,2.0,2.0,55.0,2,570.0
Super built-up  Area,other,1100.0,2.0,2.0,41.0,2,550.0
Super built-up  Area,Kalena Agrahara,1354.0,2.0,2.0,70.0,2,677.0
Super built-up  Area,Electronics City Phase 1,1205.0,2.0,2.0,60.0,2,602.5
Carpet  Area,other,1625.0,3.0,3.0,150.0,3,541.6666666666666
Super built-up  Area,Bannerghatta Road,1520.0,2.0,2.0,80.0,3,506.6666666666667
Super built-up  Area,Kadugodi,1762.0,3.0,3.0,109.0,3,587.3333333333334
Super built-up  Area,Budigere,1153.0,2.0,2.0,58.0,2,576.5
Super built-up  Area,other,1350.0,2.0,2.0,47.0,3,450.0
Super built-up  Area,Billekahalli,950.0,2.0,2.0,56.0,2,475.0
Super built-up  Area,other,1515.0,3.0,3.0,80.5,3,505.0
Super built-up  Area,Neeladri Nagar,1100.0,2.0,2.0,30.0,2,550.0
Super built-up  Area,Yelahanka,1355.0,2.0,2.0,51.5,3,451.6666666666667
Super built-up  Area,Padmanabhanagar,2051.0,3.0,3.0,170.0,3,683.6666666666666
Super built-up  Area,other,1470.0,2.0,2.0,99.0,3,490.0
Built-up  Area,Bannerghatta Road,1270.0,2.0,2.0,73.0,3,423.3333333333333
Super built-up  Area,Hebbal Kempapura,1600.0,3.0,3.0,170.0,3,533.3333333333334
Super built-up  Area,Kudlu Gate,1320.0,2.0,2.0,50.0,3,440.0
Super built-up  Area,Whitefield,1200.0,2.0,2.0,70.0,2,600.0
Super built-up  Area,Electronic City,995.0,2.0,2.0,48.0,2,497.5
Super built-up  Area,Sonnenahalli,605.0,1.0,1.0,30.24,1,605.0
Built-up  Area,Yelahanka,567.0,1.0,1.0,25.0,1,567.0
Super built-up  Area,other,1410.5,2.0,2.0,70.385,3,470.1666666666667
Super built-up  Area,Green Glen Layout,1715.0,3.0,3.0,105.0,3,571.6666666666666
Super built-up  Area,Bannerghatta Road,1846.0,3.0,3.0,120.0,3,615.3333333333334
Super built-up  Area,Whitefield,1015.0,2.0,2.0,56.0,2,507.5
Super built-up  Area,Thanisandra,1100.0,2.0,2.0,36.0,2,550.0
Super built-up  Area,Thanisandra,1965.0,4.0,4.0,125.0,3,655.0
Super built-up  Area,Haralur Road,1230.0,2.0,2.0,67.65,2,615.0
Super built-up  Area,Lingadheeranahalli,1894.0,4.0,4.0,114.0,3,631.3333333333334
Super built-up  Area,Sector 2 HSR Layout,1231.0,2.0,2.0,66.0,2,615.5
Super built-up  Area,Begur,1443.0,2.0,2.0,70.0,3,481.0
Built-up  Area,other,1750.0,3.0,3.0,100.0,3,583.3333333333334
Super built-up  Area,Electronic City,1342.0,2.0,2.0,90.0,2,671.0
Super built-up  Area,other,1113.0,2.0,2.0,52.0,2,556.5
Super built-up  Area,other,1738.0,3.0,3.0,110.0,3,579.3333333333334
Super built-up  Area,Brookefield,1206.0,2.0,2.0,90.0,2,603.0
Built-up  Area,Sarjapur  Road,1857.0,4.0,4.0,155.0,3,619.0
Super built-up  Area,other,1290.0,2.0,2.0,72.0,2,645.0
Super built-up  Area,Yeshwanthpur,1160.0,2.0,2.0,64.08,2,580.0
Super built-up  Area,Lingadheeranahalli,2240.0,4.0,4.0,160.0,4,560.0
Super built-up  Area,Electronics City Phase 1,891.0,2.0,2.0,26.0,2,445.5
Super built-up  Area,Ambedkar Nagar,1852.0,3.0,3.0,125.0,3,617.3333333333334
Super built-up  Area,Chandapura,1323.0,2.0,2.0,42.0,3,441.0
Super built-up  Area,Vittasandra,1404.0,2.0,2.0,67.5,2,702.0
Super built-up  Area,Gollarapalya Hosahalli,1129.0,2.0,2.0,50.0,2,564.5
Super built-up  Area,other,1876.0,3.0,3.0,150.0,3,625.3333333333334
Super built-up  Area,other,1720.0,3.0,3.0,95.0,3,573.3333333333334
Super built-up  Area,Mysore Road,1175.0,2.0,2.0,86.68,2,587.5
Super built-up  Area,Hosa Road,1893.0,3.0,3.0,130.0,3,631.0
Super built-up  Area,Whitefield,1430.0,3.0,3.0,52.0,3,476.6666666666667
Built-up  Area,other,850.0,2.0,2.0,45.0,2,425.0
Super built-up  Area,CV Raman Nagar,1392.0,2.0,2.0,110.0,2,696.0
Super built-up  Area,Kanakpura Road,1938.0,3.0,3.0,105.0,3,646.0
Super built-up  Area,other,1832.0,3.0,3.0,160.0,3,610.6666666666666
Super built-up  Area,Jakkur,1432.0,2.0,2.0,85.0,2,716.0
Super built-up  Area,Hulimavu,1916.0,2.0,2.0,150.0,3,638.6666666666666
Super built-up  Area,Bommanahalli,1160.0,2.0,2.0,53.0,2,580.0
Built-up  Area,Lakshminarayana Pura,1200.0,2.0,2.0,80.0,2,600.0
Carpet  Area,Ramagondanahalli,1500.0,3.0,3.0,100.0,3,500.0
Super built-up  Area,Electronic City Phase II,1336.0,2.0,2.0,50.35,3,445.3333333333333
